id,slot_value,personality,ground_truth,FVN without Control,FVN
613,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i do n't know . i mean , nameVariable is an indian place near nearVariable in city centre , family friendly and expensive , also it is a pub .","yeah , i do n't know . nameVariable is a pub , also it is damn expensive , damn kid friendly in city centre and an indian place near nearVariable .","oh god i do n't know . nameVariable is a pub , also it is darn expensive , city centre , also it is an indian place near nearVariable , and it is darn friendly ."
614,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it is darn family friendly , you know , it 's near nearVariable , also it is in city centre , and it is expensive and an indian place !","nameVariable is a indian place , city centre expensive near nearVariable and family friendly , it is a pub , you know friend !","nameVariable is a pub , it is expensive and an indian place , it is in city centre and it is near nearVariable , also it is kid friendly , you know !"
615,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? ok , right , it is a restaurant with a mediocre rating , and it is an indian place near nearVariable and rather moderately priced in city centre , also it is n't kid friendly , you see ?","let 's see what we can find on nameVariable . right , it is n't indian restaurant in city centre near nearVariable and moderately priced with a mediocre rating , also it is n't somewhat kid friendly , and it is somewhat moderately priced , alright ?","let 's see , nameVariable ... oh , it is a indian restaurant and city centre and moderately priced near nearVariable with a mediocre rating , also it is a somewhat family friendly , and it 's a pub , alright ?"
616,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"obviously , i mean nameVariable is damn moderately priced with a mediocre rating . it is near nearVariable . it is in city centre . it 's an indian place . it is n't family friendly . nameVariable is a restaurant .","oh god basically , i thought everybody knew that nameVariable is moderately priced with a mediocre rating . it is in city centre . it is an indian place . it is near nearVariable . it is n't kid friendly . it is near nearVariable .","nameVariable is moderately priced , also it 's near nearVariable . it is a damn mediocre rating . it 's a indian place . it is n't family friendly . it is in city centre . it is a coffee shop ."
617,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is moderately priced and an indian place near nearVariable in city centre , also nameVariable is a restaurant , also it has a mediocre rating , also it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant in city centre near nearVariable and moderately priced with a mediocre rating , also it is n't kid friendly , and it is n't kid friendly .","you want to know more about nameVariable ? well , i see it is a mediocre rating , it is a priced and an indian restaurant near nearVariable in city centre , also it is n't family friendly , and it 's a of in city centre ."
618,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i am not sure . i mean , nameVariable is n't family friendly , it 's moderately priced and an indian place , also it has a mediocre rating , and it is a restaurant , also it is kind of near nearVariable in city centre .","oh god i do n't know . nameVariable is a indian place in city centre near nearVariable and moderately priced , also it is n't kid friendly , also it has like , a mediocre rating , and it is n't kid friendly .","oh gosh i do n't know . nameVariable is a indian place and city centre and moderately priced near nearVariable , also it is a damn mediocre rating , also it is n't family friendly , and it 's a pub ."
619,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable moderately priced in city centre and an indian place , it has a mediocre rating and it is n't family friendly , you know buddy . it is a restaurant !","nameVariable is a indian place in city centre near nearVariable and moderately priced , it is a mediocre rating , it is n't kid friendly and it 's a pub , you know !","nameVariable is a mediocre rating , it is is n't family friendly , also it 's moderately priced in city centre , also it is a indian place near nearVariable , you know , also it is a nearVariable !"
620,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , oh it is quite in city centre family friendly near nearVariable , a fast food restaurant and moderately priced . it is a pub , okay ?","let 's see what we can find on nameVariable . well , it is a pub , also it is a fast food restaurant , city centre , nearVariable , rather moderately priced and family friendly , you know , alright ?","let 's see , nameVariable ... oh , it is a pub , also it is a fast food restaurant , rather in city centre and rather family friendly near nearVariable , you ?"
621,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"oh god actually , i thought everybody knew that nameVariable is family friendly in city centre and moderately priced . nameVariable is a pub . it is a fast food place . it is near nearVariable .","nameVariable is a fast food restaurant , also it is damn moderately priced . it is a pub . it is in city centre . it is near nearVariable . it is kid friendly .","actually , i thought everybody knew that nameVariable is damn moderately priced , also it 's a pub . it is a fast food place . it is in city centre . it is near nearVariable . it is family friendly ."
622,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , oh it is near nearVariable family friendly in city centre , a fast food restaurant and moderately priced , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in city centre , moderately friendly near nearVariable and moderately priced and it is a pub .","you want to know more about nameVariable ? well , i see it is a pub , also it is a priced in city centre , a fast food restaurant and family friendly near nearVariable ."
623,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure ! i mean , nameVariable is a fast food place , damn near nearVariable moderately priced in city centre and kid friendly , also it is a pub .","oh god i do n't know . nameVariable is a pub , also it is darn moderately priced , city centre , a fast food place near nearVariable and kid friendly !","oh god i do n't know . nameVariable is a pub , also it is a fast food place , damn in city centre , also it is darn moderately priced near nearVariable ,"
624,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a fast food place , it is in city centre , nameVariable is a pub , also it is kid friendly , you know pal and it 's near nearVariable , also it is moderately priced !","nameVariable is a pub , it is moderately priced , city centre , it is a fast food place , it is near nearVariable and it is kid friendly , you know !","nameVariable is a pub , it is in city centre , it is a fast food place and moderately priced near nearVariable and it is kid friendly , you know friend !"
625,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? well , ok it is expensive near nearVariable and a chinese place in city centre , also it is a restaurant , also it is n't somewhat family friendly , alright ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant in city centre near nearVariable and expensive , it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a chinese restaurant and near nearVariable expensive in city centre , also it is a restaurant , also it is n't somewhat family friendly , you see ?"
626,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that damn expensive nameVariable is it 's near nearVariable and it is a chinese place . it is n't family friendly . it 's in city centre.. it is a restaurant .","oh god basically , i thought everybody knew that nameVariable is a chinese restaurant , also it is expensive . it is a city centre . it is a pub . it is n't kid friendly . it is near nearVariable .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's a chinese place . it is near nearVariable . it is in city centre . it is n't family friendly . it is a chinese place ."
627,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see nameVariable is a chinese place and near nearVariable expensive in city centre , nameVariable is a restaurant and it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in city centre near nearVariable and expensive , it is a pub and it is n't kid friendly .","you want to know more about nameVariable ? well , i see it is a chinese place and near nearVariable expensive in city centre , also it is a family friendly , and it 's a pub ."
628,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . nameVariable is a restaurant and nameVariable is expensive in city centre , also nameVariable is n't damn kid friendly , also it 's a chinese place kind of near nearVariable .","oh god yeah , i do n't know . nameVariable is a pub , it is a chinese place in city centre and expensive and it is n't kid friendly , also it 's kind of near nearVariable .","oh god i do n't know . nameVariable is a chinese place and nearVariable and expensive in city centre , also it is a restaurant , also it is n't damn kid friendly ."
629,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , also it is n't family friendly , and it 's a chinese place in city centre , also it is near nearVariable , also it is expensive , you know friend !","nameVariable is a chinese place in city centre near nearVariable and expensive , it is a pub , you know and it is n't kid friendly pal !","nameVariable is a chinese place and near nearVariable expensive in city centre , it is n't family friendly , you know and it 's a pub pal !"
630,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? oh ok it is an english place in riverside , expensive near nearVariable and rather kid friendly , it is a restaurant and nameVariable has a mediocre rating , alright ?","let 's see what we can find on nameVariable . well , it is a pub with a mediocre rating , also it is an english restaurant , nearVariable , expensive in riverside and family friendly , you know , okay ?","let 's see , nameVariable ... oh , it is a english restaurant , expensive and nearVariable and family friendly in riverside with a mediocre rating , also it is a of in riverside , and it is a expensive , alright ?"
631,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is kid friendly with a damn mediocre rating , also it is near nearVariable . it is a restaurant and it is expensive in riverside , also nameVariable is an english restaurant .","oh , i mean , i thought everybody knew that nameVariable is expensive with a mediocre rating . it is a english place . it is a riverside . it is a pub . it is near nearVariable and it is expensive .","basically , i thought everybody knew that nameVariable is a mediocre rating , also it is damn expensive . it is a nearVariable . it is a friendly . it is in riverside . it is an english place ."
632,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , i guess it is a restaurant with a mediocre rating , it is sort of near nearVariable , also it is expensive in riverside and an english restaurant , and nameVariable is family friendly .","let 's see what we can find on nameVariable . well , i see it is a english restaurant in riverside near nearVariable , expensive and kid friendly with a mediocre rating , also it is a pub .","let 's see , nameVariable ... well , i see it is a mediocre rating , it is a english place , nearVariable , expensive and family friendly in riverside and it is a a mediocre rating ."
633,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . nameVariable has like , a mediocre rating , also it is an english place , nameVariable is damn expensive and in riverside family friendly near nearVariable and it is a restaurant .","oh god i do n't know . nameVariable is a english place in riverside , damn expensive and kid friendly near nearVariable with a mediocre rating , also it is a pub !","oh god i do n't know . nameVariable is a , a mediocre rating , also it is a friendly , also it is expensive , also it 's kind of near nearVariable , also it is a english place , and it is a of in riverside ."
634,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is kid friendly in riverside and an english place . nameVariable has a mediocre rating , you know and it is a restaurant , also it is expensive near nearVariable , pal !","nameVariable is a mediocre rating , it is expensive , it 's a english place , it is a pub , it is in riverside and it is near nearVariable , also it is family friendly , you know !","nameVariable is a mediocre rating , it is is in riverside , also it is a friendly , nearVariable , also it is a , also it is a and it 's a english place , you know !"
635,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... yeah , right , it is somewhat expensive , a japanese restaurant and in riverside family friendly near nearVariable with a decent rating , and nameVariable is a pub , you see ?","let 's see what we can find on nameVariable . right , it is a japanese restaurant in riverside , expensive and family friendly near nearVariable with a decent rating , also it is a pub , you know , okay ?","let 's see , nameVariable ... right , it is a japanese restaurant , rather expensive and family friendly near nearVariable with a decent rating , also it is a of in riverside , and it is a pub , alright ?"
636,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is expensive , also it 's a pub . it 's in riverside . nameVariable is kid friendly . it is near nearVariable . it has like , a decent rating . it is a japanese restaurant . come on , i mean .","nameVariable is a japanese restaurant , also it is a . it is a riverside . it is a friendly . it is a nearVariable . it is a pub . it has like , a decent rating .","basically , i thought everybody knew that nameVariable is a japanese place , also it is damn . it is a pub . it is near nearVariable . it is a decent rating . it is in riverside . it is damn family friendly ."
637,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , it is a pub with a decent rating and it is expensive near nearVariable and a japanese restaurant , also nameVariable is kid friendly in riverside .","let 's see what we can find on nameVariable . well , i see it is a japanese restaurant in riverside near nearVariable and family friendly with a decent rating , it is a pub and it is expensive .","let 's see , nameVariable ... well , i see it is a japanese restaurant , riverside , expensive and family friendly near nearVariable with a decent rating and it is a pub ."
638,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"err ... i do n't know . nameVariable is darn expensive , a japanese place in riverside near nearVariable and family friendly and nameVariable has like , a decent rating , also it is a pub .","oh god i do n't know . nameVariable is a japanese place in riverside , expensive near nearVariable and kid friendly , also it is a pub , also it has like , a decent rating .","oh god i do n't know . nameVariable is a pub with a decent rating , also it is a japanese place , also it is darn friendly near nearVariable , also it is darn expensive in riverside ."
639,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"let 's see what we can find on nameVariable . it is a pub with a decent rating , it is family friendly in riverside , it is a japanese place , it is near nearVariable and it is expensive , you know mate !","i nameVariable is a japanese place , it is a decent rating , it is expensive , it 's a friendly , it 's a pub , it is in riverside and it is near nearVariable , you know !","nameVariable is a decent rating , it is a japanese place , it is kid friendly , it 's a pub and it is expensive in riverside , also it is near nearVariable , you know !"
640,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? i see , right it is a restaurant , also it is a french place near nearVariable friend , and it is family friendly and expensive in riverside , in it , alright ?","you want to know more about nameVariable ? right , it is a french restaurant , rather expensive and in riverside expensive near nearVariable , also it is a pub , you know , alright ?","let 's see , nameVariable ... oh , it is a french , also it is a french place , nearVariable , rather expensive and family friendly , also it is a restaurant , alright ?"
641,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"come on , basically expensive nameVariable is it 's near nearVariable , it is damn kid friendly and it 's a french restaurant.. it is a restaurant . it is in riverside .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's a french place . it is a pub . it is in riverside . it is near nearVariable . it is a pub .","basically , i thought everybody knew that nameVariable is damn expensive and it 's near nearVariable . it is a french place . it is a friendly . it is a riverside . it is a restaurant ."
642,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see , i guess nameVariable is a french place , in riverside kid friendly near nearVariable and expensive , also nameVariable is a restaurant .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in riverside near nearVariable , expensive and family friendly and it is a pub .","you want to know more about nameVariable ? well see , well it is a french place , nearVariable , expensive and family friendly in riverside and it is a restaurant ."
643,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . nameVariable is darn kid friendly near nearVariable , damn expensive in riverside and a french place , also nameVariable is a restaurant .","yeah , i do n't know . nameVariable is a french place in riverside , damn expensive and damn expensive near nearVariable , also it is a pub !","oh god i do n't know . nameVariable is a french place , damn expensive and nearVariable and family friendly in riverside , also it is a restaurant !"
644,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant friend , you know , it is family friendly , also it 's in riverside near nearVariable , and it is a french place and expensive .","nameVariable is a french place , expensive near nearVariable and family friendly in riverside , also it is a pub , you know !","nameVariable is a french place , nearVariable , family friendly and expensive , also it is a restaurant , you know is in riverside , you know !"
645,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . it seems that it is rather family friendly and an english restaurant in city centre . it is a pub , also it is kind of near nearVariable , okay ?","let 's see what we can find on nameVariable . well , it is an english restaurant near nearVariable and city centre and rather kid friendly , also it is a pub , you know , alright ?","let 's see , nameVariable ... oh , it is is an english restaurant and city centre near nearVariable and rather family friendly , also it is a pub , alright ?"
646,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"it 's an english restaurant in city centre , also nameVariable is a pub . it is family friendly . it is near nearVariable . come on , oh god","nameVariable is an english place , also it is damn kid friendly . it is in city centre . it is near nearVariable . it is a pub .","moderately priced nameVariable is it is in city centre , also it is damn family friendly . it 's near nearVariable . it 's a pub.. it is an english restaurant ."
647,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see , i think that it is in city centre family friendly near nearVariable and an english restaurant , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable and city centre and kid friendly and it is a pub .","you want to know more about nameVariable ? well , i see it is an english restaurant and in city centre family friendly near nearVariable and it is a pub ."
648,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know friend . nameVariable is a pub , also nameVariable is kid friendly and an english place in city centre near nearVariable !","oh god yeah , i do n't know . nameVariable is an english place in city centre and nearVariable and kid friendly , also it is a pub !","oh god i do n't know . nameVariable is a pub , also it is damn kid friendly , also it 's an english place near nearVariable in city centre !"
649,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is kid friendly and an english place near nearVariable friend and it is in city centre , also it is a pub , you know !","nameVariable is an english place in city centre near nearVariable and kid friendly , also it is a pub , you know friend !","nameVariable is a pub , also it is in city centre , you know , it is an english place and it is near nearVariable , also it is kid friendly !"
650,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it is a restaurant , also it is expensive in riverside , quite kid friendly and a chinese restaurant near nearVariable . i see , right , alright ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant , rather expensive and in riverside expensive near nearVariable and it is a pub , you see ?","let 's see , nameVariable ... oh , it is a chinese , it is a chinese place , nearVariable , rather and rather family friendly and it is a restaurant , alright ?"
651,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is damn family friendly , it 's in riverside , also it is expensive , it 's a chinese place and it is a restaurant . it is near nearVariable .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's a chinese place . it is a riverside . it is a pub . it is near nearVariable . it is a pub .","basically , i thought everybody knew that nameVariable is damn expensive and it 's near nearVariable . it is a chinese place . it is a friendly . it is in riverside . it is a riverside ."
652,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see nameVariable is a restaurant and it is a chinese place , also it is near nearVariable family friendly in riverside and expensive .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in riverside near nearVariable and expensive friendly and it is a pub , also it is expensive .","let 's see , nameVariable ... well , i see it is a chinese place , nearVariable , expensive and family friendly in riverside and it is a restaurant ."
653,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is a restaurant and it is darn family friendly in riverside and damn expensive near nearVariable . it is a chinese place .","yeah , i do n't know . nameVariable is a pub , also it is damn expensive , a chinese place in riverside and damn expensive near nearVariable .","oh god i do n't know . nameVariable is a chinese place , damn expensive and nearVariable and family friendly in riverside , also it is a restaurant !"
654,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive and kid friendly near nearVariable , it is a restaurant , also it is in riverside , you know , and it is a chinese place mate .","nameVariable is a pub , it is expensive and a chinese place , it is expensive and it 's family friendly , you know and it 's in riverside .","nameVariable is a chinese place , nearVariable , family friendly and expensive , also it is a riverside , you know is a restaurant , you know !"
655,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , it is a restaurant with a excellent rating , also nameVariable is n't somewhat family friendly , and it is kind of near nearVariable , alright ?","let 's see what we can find on nameVariable . well , it is a restaurant with a excellent rating , also it is n't somewhat kid friendly , and it 's sort of near nearVariable , alright ?","let 's see , nameVariable ... oh , it is a restaurant with a excellent rating , also it is n't somewhat family friendly , and it 's near nearVariable , alright ?"
656,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is n't family friendly and the rating is excellent . it is near nearVariable . it is a restaurant . come on , oh god","oh god basically , i thought everybody knew that nameVariable is a excellent rating , also it is near nearVariable , also it is a restaurant . it is n't kid friendly .","nameVariable is near nearVariable , also it is n't damn kid friendly . it is a restaurant . it has like , a excellent rating ."
657,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , it is a restaurant with a excellent rating , it is sort of near nearVariable and it is n't family friendly .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a excellent rating , also it is a restaurant , and it is n't kid friendly .","let 's see , nameVariable ... i see , well it is a restaurant with a excellent rating , also it is sort of near nearVariable , and it is n't family friendly ."
658,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , oh god i do n't know . it 's near nearVariable with a excellent rating and nameVariable is a restaurant . nameVariable is n't kid friendly !","oh god i do n't know . nameVariable is a restaurant , also it is n't kid friendly , also it has like , a excellent rating , and it is kind of near nearVariable .","oh gosh i do n't know . nameVariable is a restaurant , also it is n't damn friendly , also it 's near nearVariable , also it has like , a excellent rating ."
659,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't family friendly , it 's near nearVariable , it is a restaurant and it has a excellent rating buddy , you know !","nameVariable is a restaurant , it is near nearVariable , it is n't kid friendly and the rating is excellent , you know !","nameVariable is a excellent rating , it is a restaurant , it is n't kid friendly , you know and it 's near nearVariable ."
660,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"well , ok , nameVariable is a pub with a mediocre rating , you know and it is a fast food restaurant near nearVariable , also nameVariable is n't family friendly , also it 's expensive in city centre , okay ?","let 's see what we can find on nameVariable . right , it is a fast food restaurant in city centre and nearVariable and expensive with a mediocre rating , it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a fast food restaurant and city centre and expensive near nearVariable with a mediocre rating , also it is n't somewhat family friendly , also it 's a pub , you see ?"
