id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
736,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is damn priceRangeVariable , it 's near nearVariable and nameVariable is family friendly . it is a eatTypeVariable . it is an foodVariable eatTypeVariable . it is in areaVariable .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
737,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well it is an foodVariable place , priceRangeVariable and in areaVariable kid friendly near nearVariable . it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
738,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , mmhm ... i am not sure . nameVariable is damn kid friendly and near nearVariable priceRangeVariable in areaVariable and it is a eatTypeVariable , also nameVariable is an foodVariable place .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
739,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is priceRangeVariable in areaVariable , you know , nameVariable is near nearVariable friend , it is kid friendly , it 's an foodVariable place and it is a eatTypeVariable !","nameVariable is a coffee shop , it is is , , , , , , , , , it is , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
740,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... oh i do n't know . i think that it is a eatTypeVariable , it is somewhat expensive and a fast food eatTypeVariable in city centre , also nameVariable is n't kid friendly , and it 's near nearVariable , alright ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ? , ?","let 's see what we can find on nameVariable . ok , it is a eatTypeVariable , also it is rather moderately priced in areaVariable , you know ,","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
741,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a eatTypeVariable , also it is a fast food place . it 's in city centre . it is n't damn family friendly and it is expensive . it is near nearVariable .","nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is n't damn family friendly , also it 's moderately priced , and it 's in city centre . it is a foodVariable place near nearVariable ."
742,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see it is expensive near nearVariable and a fast food eatTypeVariable in city centre , also it is a eatTypeVariable , and it is n't family friendly .","let 's see what we can find on nameVariable . i see , is it is it , it , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
743,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh mmhm ... i do n't know . i mean , nameVariable is a eatTypeVariable , also it is in city centre , it is expensive near nearVariable , also it is n't kid friendly , and it 's a fast food place .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
744,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable mate and it is n't family friendly , also it 's a fast food place near nearVariable and expensive in city centre , you know !","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
745,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , it is a eatTypeVariable and it is rather family friendly , priceRangeVariable in areaVariable and a foodVariable place near nearVariable , alright ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
746,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a foodVariable place , also it is near nearVariable . it 's in areaVariable , also it is a eatTypeVariable . nameVariable is damn family friendly and priceRangeVariable .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is in areaVariable , also it is damn family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
747,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see nameVariable is a eatTypeVariable and it is kid friendly , near nearVariable priceRangeVariable in areaVariable and a foodVariable place .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
748,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know . nameVariable is in areaVariable near nearVariable , also it is damn priceRangeVariable , also it 's family friendly . mmhm ... it is a eatTypeVariable , also it 's a foodVariable place .","oh , i , i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
749,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is family friendly , priceRangeVariable and a foodVariable place near nearVariable in areaVariable and it is a eatTypeVariable , you know buddy !","nameVariable is a coffee shop , it is is , , , , , , , , , it is , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
750,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? nameVariable is a eatTypeVariable , also it is near nearVariable kid friendly in areaVariable , and it has a rather customerRatingVariable rating , also it is priceRangeVariable and a foodVariable restaurant , okay ?","let 's see what ? can find on nameVariable . a , , a a a a , , customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
751,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that damn priceRangeVariable nameVariable is nameVariable is kid friendly and a foodVariable restaurant . it has a customerRatingVariable rating . it 's a eatTypeVariable , it is in areaVariable and nameVariable is near nearVariable..","nameVariable is a foodVariable , , it is is is it is it it it it it it it it it it it it it it it it it it it it it it it . it is . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is a foodVariable place , also it is kid friendly , also it 's in city centre . it has like , a customerRatingVariable rating . it is near nearVariable . it has a price range of £20-25 ."
752,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is a eatTypeVariable with a customerRatingVariable rating , also nameVariable is sort of in areaVariable , and it is priceRangeVariable near nearVariable , also nameVariable is family friendly and a foodVariable restaurant .","let 's see what we can find on nameVariable . i see , is a is a , , , it customerRatingVariable rating , it , a it , and it is and it and it and it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is a coffee shop with a customerRatingVariable rating , also it is a foodVariable restaurant , areaVariable , family friendly near nearVariable and moderately priced ."
753,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is damn kid friendly in areaVariable , a foodVariable place and priceRangeVariable near nearVariable with a customerRatingVariable rating , pal and it is a eatTypeVariable .","oh god i am i am . know . nameVariable is a coffee shop , a , rating , , , , , , , , , , , , , , , , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god i do n't know . nameVariable is a coffee shop , also it is darn kid friendly , also it has like , a customerRatingVariable rating , also it is a foodVariable place in areaVariable , and it is moderately priced , also it 's near nearVariable ."
754,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , you know , nameVariable is a eatTypeVariable , it is kid friendly and a foodVariable place , it is near nearVariable mate and it is priceRangeVariable in areaVariable !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , , , ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a friendly , it 's a foodVariable place , it is near nearVariable , it has a customerRatingVariable rating , you know and it is in areaVariable centre and it"
755,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . well , it is an foodVariable restaurant , rather expensive and quite near nearVariable kid friendly in areaVariable and it is a eatTypeVariable , alright ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
756,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"come on , actually nameVariable is expensive , also it 's damn kid friendly , also it 's near nearVariable . nameVariable is an foodVariable restaurant . it is a eatTypeVariable . it is in areaVariable .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is in areaVariable , also it is damn family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
757,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is an foodVariable place in areaVariable , kid friendly and expensive near nearVariable , also nameVariable is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
758,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is an foodVariable place , damn expensive near nearVariable and kid friendly , also nameVariable is in areaVariable , also it is a eatTypeVariable .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
759,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is kid friendly , it 's expensive , also it 's near nearVariable mate , and nameVariable is an foodVariable place in areaVariable . it is a eatTypeVariable .","nameVariable is a coffee shop , it is is , , , , , , , , , it is , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
760,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a quite customerRatingVariable rating and it is sort of near nearVariable , you see ?","let you say nameVariable ? ok , ? nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it it is is , , , , , ? ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a rather customerRatingVariable rating , also it is sort of near nearVariable ,"
761,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that nameVariable is near nearVariable with a damn customerRatingVariable rating . nameVariable is a eatTypeVariable .","nameVariable is near nearVariable with a damn customerRatingVariable rating , it it is eatTypeVariable .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating . it is near nearVariable ."
762,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is sort of near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable .","let you say nameVariable ? well , , nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it is a of near nearVariable .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable ."
763,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also nameVariable is near nearVariable !","oh gosh i gosh i am not sure . nameVariable is a nearVariable with a customerRatingVariable a rating , it is is eatTypeVariable .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating , and it is near nearVariable ."
764,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , you know , it is a eatTypeVariable friend and it is near nearVariable !","nameVariable is a eatTypeVariable rating , customerRatingVariable rating , eatTypeVariable , , it is near nearVariable , you know !","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a eatTypeVariable , you know , it has a customerRatingVariable rating and it is near"
765,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh i see it is a fast food restaurant in areaVariable near nearVariable , also it is n't somewhat family friendly , also it 's a eatTypeVariable , alright ?","let 's see what ? can find on nameVariable . a foodVariable restaurant in city , , it it , it it is it it it it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... right , it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable , and it is n't somewhat kid friendly ,"
766,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in areaVariable near nearVariable , also it is n't damn family friendly . it is a fast food restaurant . come on , i mean , it is a eatTypeVariable .",nameVariable is a foodVariable is is also it is a it is it it is it is it is it is it is it is . . . . . . . . . .,nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is n't damn family friendly . it is in city centre . it is near nearVariable . it is a foodVariable place ."
767,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well , i think that nameVariable is a eatTypeVariable , nameVariable is in areaVariable , also nameVariable is n't family friendly , and it 's a fast food restaurant near nearVariable .","let 's see what we can find on nameVariable . i , , is it is it it , , it it is it it it it it it it is it is . .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see , nameVariable ... i see , well it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable , and it is n't kid friendly ."
768,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"mmhm ... i do n't know . err ... nameVariable is a fast food place near nearVariable in areaVariable and nameVariable is a eatTypeVariable , also it is n't damn family friendly .","oh , i , i am not sure . nameVariable is a foodVariable place , it it nearVariable , , , , it it is it it , , it it is is . .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place in areaVariable , also it is n't kid friendly , and it"
769,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is in areaVariable near nearVariable , you know , it is a eatTypeVariable , it is a fast food place and it is n't family friendly buddy !","nameVariable is a foodVariable friendly , it it is it foodVariable place , nearVariable , , it is it is , , is , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in city centre , it is n't family friendly , you know and it 's a foodVariable place near"
770,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , i see , it is a foodVariable restaurant and in city centre moderately priced near nearVariable , also it 's a eatTypeVariable , also nameVariable is n't rather family friendly , alright ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
771,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,damn moderately priced nameVariable is it 's a foodVariable place in city centre . it is n't family friendly . it 's a pub.. it is near nearVariable .,"nameVariable is a foodVariable is , is nameVariable is it is is it it it it it it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is n't damn family friendly , also it 's moderately priced , and it 's in city centre . it is a foodVariable place near nearVariable ."
772,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , i guess it is a foodVariable restaurant in city centre , also nameVariable is n't kid friendly . nameVariable is moderately priced sort of near nearVariable and it 's a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
773,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure ! nameVariable is a foodVariable place near nearVariable and moderately priced in city centre , also it 's a eatTypeVariable , also it is n't kid friendly .","oh , i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
774,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a foodVariable place , it is moderately priced , it 's in city centre , you know , nameVariable is n't kid friendly , it 's near nearVariable and it is a eatTypeVariable buddy !","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","i , nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is a foodVariable place near nearVariable and it is moderately priced , you know"
775,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... yeah , ok , it is moderately priced in city centre , rather kid friendly and an foodVariable place near nearVariable , also it is a eatTypeVariable , alright ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and , , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
776,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"obviously , oh god moderately priced nameVariable is it 's an foodVariable eatTypeVariable near nearVariable , also it is a restaurant.. it 's in city centre . nameVariable is family friendly .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
