id,slot_value,personality,ground_truth,FVN-,FVN without Control,FVN
541,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"i mean , i thought everybody knew that nameVariable is damn priceRangeVariable , it 's a foodVariable eatTypeVariable and it is familyFriendlyVariable . it has an customerRatingVariable rating . it is in areaVariable . it is a eatTypeVariable . nameVariable is near nearVariable .","nameVariable is a foodVariable place , also it is near nearVariable . it has a damn customerRatingVariable rating .","oh god i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable .","oh god i mean , everybody knows that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is a foodVariable place . it is in areaVariable . it is familyFriendlyVariable near nearVariable . it is a price range of priceRangeVariable ."
542,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , nameVariable is a foodVariable place in areaVariable near nearVariable , priceRangeVariable and familyFriendlyVariable with an customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable and an foodVariable restaurant near nearVariable in areaVariable and priceRangeVariable .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
543,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable is priceRangeVariable , a foodVariable place in areaVariable and familyFriendlyVariable near nearVariable with an customerRatingVariable rating and it is a eatTypeVariable , i mean .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and damn priceRangeVariable .","i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , damn priceRangeVariable priced and familyFriendlyVariable near nearVariable !"
544,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is priceRangeVariable near nearVariable , familyFriendlyVariable in areaVariable and a foodVariable place , you know , it has an customerRatingVariable rating and it is a eatTypeVariable buddy !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is a foodVariable place , it is familyFriendlyVariable , it 's in areaVariable , it is priceRangeVariable priced , it 's near nearVariable and it has a customerRatingVariable rating , you know !"
545,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , oh it is somewhat familyFriendlyVariable in areaVariable , a foodVariable place and expensive near nearVariable and it is a eatTypeVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced nearVariable , you know , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is a foodVariable restaurant , areaVariable , rather familyFriendlyVariable and priceRangeVariable priced near nearVariable , you know , okay ?"
546,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a foodVariable place near nearVariable . it 's in areaVariable . it is damn familyFriendlyVariable and expensive , also nameVariable is a eatTypeVariable , basically , okay ?","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","oh god basically , everybody knows that nameVariable is a foodVariable place , also it is a eatTypeVariable . it 's in areaVariable . it is familyFriendlyVariable . it is near nearVariable . it is a price range of priceRangeVariable .","nameVariable is a eatTypeVariable , also it is damn priceRangeVariable priced it is a foodVariable place . it 's in areaVariable . it is familyFriendlyVariable . it is near nearVariable ."
547,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see , i suppose it is a eatTypeVariable , it is expensive near nearVariable and nameVariable is in areaVariable , also it is familyFriendlyVariable and a foodVariable place .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced and it is a eatTypeVariable .","did you say nameVariable ? well , i see it is a eatTypeVariable , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
548,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know ! err ... nameVariable is a foodVariable place , in areaVariable expensive near nearVariable and familyFriendlyVariable and it is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it is in areaVariable , also it is darn foodVariable place , nearVariable , familyFriendlyVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable priced !"
549,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive , a foodVariable place in areaVariable and familyFriendlyVariable , also nameVariable is near nearVariable , also nameVariable is a eatTypeVariable , you know friend !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is priceRangeVariable priced , it 's in areaVariable and it is near nearVariable , you know !"
550,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""decent"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it seems that it is sort of near nearVariable , also it has a rather customerRatingVariable rating , and it is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . i , it is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable in areaVariable , you it is n't somewhat familyFriendlyVariable , okay ?","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable , you know , alright ?","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable , you know , okay ?"
551,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""decent"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that nameVariable is near nearVariable and nameVariable has like , a customerRatingVariable rating . it is a eatTypeVariable .",nameVariable is near nearVariable with a damn customerRatingVariable rating .,"oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is near nearVariable .","oh god basically , everybody knows that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is near nearVariable ."
552,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""decent"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , it has a customerRatingVariable rating , also nameVariable is a eatTypeVariable , also it is sort of near nearVariable .","let 's see what we can find on nameVariable . i see , well it is sort of near nearVariable in areaVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see , nameVariable ... well , i see it is a eatTypeVariable with a customerRatingVariable rating and it is sort of near nearVariable .","did you say nameVariable ? well , i see it is sort of near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable ."
553,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""decent"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know . nameVariable is near nearVariable , and it is a eatTypeVariable , also it has a really customerRatingVariable rating .","oh god i do n't know . nameVariable is darn priceRangeVariable near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it has a damn customerRatingVariable rating , and it is kind of near nearVariable .","oh god i , i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable ."
554,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""decent"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , you know , pal !","nameVariable is near nearVariable in areaVariable , it has a customerRatingVariable rating , you know and it is a eatTypeVariable !","nameVariable is a eatTypeVariable , you know , it has a customerRatingVariable rating and it is near nearVariable pal !","nameVariable is a eatTypeVariable , it has a customerRatingVariable rating and it is near nearVariable , you know ."
555,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh right it is priceRangeVariable priced in areaVariable and a foodVariable eatTypeVariable near nearVariable , also nameVariable is a eatTypeVariable , also it is familyFriendlyVariable , friend , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is an foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable , and it is n't somewhat familyFriendlyVariable , you see ?"
556,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god i mean , everybody knows that priceRangeVariable priced nameVariable is it 's a foodVariable place in areaVariable , also it is a eatTypeVariable . it is familyFriendlyVariable , also it is near nearVariable..","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .",it 's a foodVariable place in areaVariable . nameVariable is familyFriendlyVariable . it is near nearVariable . it is a eatTypeVariable . it is a eatTypeVariable .,"nameVariable is a eatTypeVariable , also it is in areaVariable , also it is familyFriendlyVariable , also it 's a foodVariable place . it is near nearVariable . it is a eatTypeVariable ."
557,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see nameVariable is a eatTypeVariable , also nameVariable is a foodVariable eatTypeVariable and near nearVariable priceRangeVariable priced in areaVariable , and it is familyFriendlyVariable .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable and it is a eatTypeVariable .","let 's see , nameVariable ... it is a foodVariable restaurant in areaVariable near nearVariable and priceRangeVariable priced , it is a eatTypeVariable and it is familyFriendlyVariable .","did you say nameVariable ? well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable ."
558,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"err ... i do n't know . nameVariable is familyFriendlyVariable , also it 's damn near nearVariable priceRangeVariable priced in areaVariable and a foodVariable place , also it is a eatTypeVariable !","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it is familyFriendlyVariable , i mean .","oh god i , i do n't know . nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable and it is priceRangeVariable priced near nearVariable !"
559,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is priceRangeVariable priced and a foodVariable place near nearVariable and nameVariable is a eatTypeVariable , also it is familyFriendlyVariable . it is in areaVariable , friend , you know !","i , nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , it 's a eatTypeVariable , you know !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable and priceRangeVariable priced , you know pal !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable , it is priceRangeVariable priced near nearVariable , you know pal !"
560,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? i see , it is an foodVariable eatTypeVariable near nearVariable and expensive in areaVariable , you know and it is a eatTypeVariable , also it is n't somewhat familyFriendlyVariable , okay ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is an foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable , and it is n't somewhat familyFriendlyVariable , you see ?"
561,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"it 's an foodVariable place near nearVariable . nameVariable is n't somewhat familyFriendlyVariable . it is a eatTypeVariable , also it is expensive in areaVariable . oh god i mean .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .",it 's a foodVariable place in areaVariable . nameVariable is familyFriendlyVariable . it is near nearVariable . it is a eatTypeVariable . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable , also it is priceRangeVariable priced . it 's a foodVariable place . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable ."
562,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well , it seems to me that it is an foodVariable place in areaVariable and expensive near nearVariable and it is a eatTypeVariable , also it is familyFriendlyVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant and areaVariable and nearVariable and expensive .","did you say nameVariable ? well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable ."
563,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"let 's see what we can find on nameVariable . oh god mmhm ... i do n't know . err ... it is familyFriendlyVariable , also it is an foodVariable place and expensive , also it 's near nearVariable in areaVariable , and it is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it is familyFriendlyVariable , i mean .","i ... i do n't know . nameVariable is a eatTypeVariable , it is darn priceRangeVariable priced in areaVariable and a foodVariable place near nearVariable , also it is n't damn familyFriendlyVariable ."
564,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive in areaVariable , nameVariable is near nearVariable , it is an foodVariable place , nameVariable is a eatTypeVariable , you know mate and it is familyFriendlyVariable !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable and priceRangeVariable priced , you know pal !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable , it is priceRangeVariable priced near nearVariable , you know pal !"
565,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , it is a eatTypeVariable with a customerRatingVariable rating buddy , and it is an foodVariable place in areaVariable , expensive near nearVariable and rather familyFriendlyVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable with a rather customerRatingVariable rating , you know , alright ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced near nearVariable , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , rather priceRangeVariable priced and familyFriendlyVariable near nearVariable , you know , okay ?"
566,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is expensive near nearVariable . it is a eatTypeVariable . nameVariable has like , a customerRatingVariable rating , and it is an foodVariable eatTypeVariable , also it is familyFriendlyVariable in areaVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it is near nearVariable .",nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable . it has a price range of priceRangeVariable .,"oh god i mean , everybody knows that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is a foodVariable place . it is in areaVariable . it is familyFriendlyVariable near nearVariable . it is a price range of priceRangeVariable ."
567,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see nameVariable has a customerRatingVariable rating , it is expensive and an foodVariable place in areaVariable and nameVariable is familyFriendlyVariable sort of near nearVariable , also it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable and an foodVariable restaurant near nearVariable in areaVariable and priceRangeVariable .","did you say nameVariable ? well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
568,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , err ... i am not sure . nameVariable is a eatTypeVariable , also it is near nearVariable , also nameVariable is expensive , also it 's in areaVariable , and it is an foodVariable place and damn familyFriendlyVariable , also it has a customerRatingVariable rating .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is a foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable priced , i mean ."
569,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive near nearVariable , an foodVariable eatTypeVariable and familyFriendlyVariable in areaVariable with a customerRatingVariable rating . it is a eatTypeVariable mate , you know !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is a foodVariable place , it is familyFriendlyVariable , it 's in areaVariable , it is priceRangeVariable priced , it 's near nearVariable and it has a customerRatingVariable rating , you know !"
570,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , right , it has an customerRatingVariable rating , also it is familyFriendlyVariable , also it is a foodVariable restaurant sort of near nearVariable , and it 's a eatTypeVariable , also it is priceRangeVariable in areaVariable , you see ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable with a rather customerRatingVariable rating , you know , alright ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced near nearVariable , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , rather priceRangeVariable priced and familyFriendlyVariable near nearVariable , you know , okay ?"
571,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"oh god basically , everybody knows that priceRangeVariable nameVariable is it is a eatTypeVariable with an customerRatingVariable rating . it 's in areaVariable.. it 's near nearVariable . nameVariable is familyFriendlyVariable . it is a foodVariable place .","oh , i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it is near nearVariable .","oh god i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable .",nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is a foodVariable place . it is in areaVariable . it is familyFriendlyVariable near nearVariable . it is a eatTypeVariable .
572,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see , i think that it is a eatTypeVariable with an customerRatingVariable rating and it is familyFriendlyVariable in areaVariable , priceRangeVariable and a foodVariable place near nearVariable .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable priced , you see ?","did you say nameVariable ? well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
573,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i do n't know ! nameVariable is a eatTypeVariable , and nameVariable is priceRangeVariable in areaVariable , a foodVariable place and familyFriendlyVariable , also it has an customerRatingVariable rating , also it is near nearVariable , pal .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and damn priceRangeVariable .","i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , damn priceRangeVariable priced and familyFriendlyVariable near nearVariable !"
574,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , it is near nearVariable , you know , it has an customerRatingVariable rating , it is priceRangeVariable and a foodVariable place and it is familyFriendlyVariable in areaVariable mate !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is a foodVariable place , it is familyFriendlyVariable , it 's in areaVariable , it is priceRangeVariable priced , it 's near nearVariable and it has a customerRatingVariable rating , you know !"
575,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , well it is familyFriendlyVariable , it 's near nearVariable , it is rather expensive in areaVariable and it is a eatTypeVariable , also it is an foodVariable restaurant , okay ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is an foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable , and it is n't somewhat familyFriendlyVariable , you see ?"
