id,slot_value,personality,ground_truth,FVN without Control,FVN
659,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't family friendly , it 's near nearVariable , it is a restaurant and it has a excellent rating buddy , you know !","nameVariable is a restaurant , it is near nearVariable , it is n't kid friendly and the rating is excellent , you know !",
660,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"well , ok , nameVariable is a pub with a mediocre rating , you know and it is a fast food restaurant near nearVariable , also nameVariable is n't family friendly , also it 's expensive in city centre , okay ?","let 's see what we can find on nameVariable . right , it is a fast food restaurant in city centre and nearVariable and expensive with a mediocre rating , it is a pub , also it is n't somewhat family friendly , you see ?",
661,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in city centre , in it , with a mediocre rating . it 's a pub . it is n't kid friendly , also it is expensive , also it 's a fast food place . oh god come on , it is near nearVariable .","oh god i mean , i thought everybody knew that nameVariable is expensive with a mediocre rating . it is a fast food place . it is a city centre . it is a nearVariable . it is a pub . it is n't kid friendly .",
662,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well nameVariable is n't kid friendly with a mediocre rating , it 's a fast food restaurant in city centre and expensive near nearVariable and it is a pub .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in city centre near nearVariable and expensive with a mediocre rating , it is a pub and it is n't kid friendly .",
663,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh oh god i am not sure . err ... nameVariable is n't kid friendly , also nameVariable is a pub , also it has a mediocre rating , also it 's in city centre expensive near nearVariable and a fast food place .","oh god i do n't know . nameVariable is a fast food place in city centre and expensive near nearVariable with a mediocre rating , it is a pub , also it is n't damn kid friendly .",
664,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it has a mediocre rating , it is near nearVariable , you know , it is a fast food place , nameVariable is expensive in city centre and nameVariable is n't kid friendly buddy !","nameVariable is a mediocre rating , it is expensive , it 's a fast food place in city centre near nearVariable , it is a pub , you know and it is n't kid friendly pal !",
665,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it seems that it is a restaurant , also it is a french restaurant , also it is in city centre , also it is rather moderately priced near nearVariable , also nameVariable is n't family friendly , you know , okay ?","let 's see what we can find on nameVariable . well , it is a french restaurant in city centre near nearVariable and moderately priced , also it is a pub , also it is n't somewhat family friendly , you see ?",
666,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,nameVariable is a french place and it is moderately priced . it 's in city centre . it is n't damn kid friendly . nameVariable is a restaurant . it is near nearVariable .,"oh god basically , i thought everybody knew that nameVariable is a french restaurant , also it is moderately priced . it is a city centre . it is near nearVariable . it is a pub . it is n't kid friendly .",
667,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , it is moderately priced and a french place near nearVariable in city centre . it is a restaurant , also it is n't kid friendly , mate .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in city centre near nearVariable and moderately priced , also it is a pub , and it is n't kid friendly .",
668,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"err ... i am not sure . nameVariable is a french place in city centre . it is a restaurant and it is n't kid friendly , also it 's damn moderately priced near nearVariable , i mean .","oh god yeah , i do n't know . nameVariable is a french place in city centre near nearVariable and moderately priced , also it is a pub , also it is n't kid friendly !",
669,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , it is moderately priced in city centre , it is n't kid friendly , also it 's a french place , you know , pal and it is near nearVariable !","nameVariable is a french place in city centre near nearVariable and moderately priced , it is a pub and it is n't kid friendly , you know pal !",
670,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... it 's an indian restaurant in city centre . well , yeah , it is n't family friendly , also it is rather expensive near nearVariable , also it is a restaurant , you see ?","you want to know more about nameVariable ? right , it is n't indian restaurant in city centre near nearVariable and expensive , it is a pub , also it is n't somewhat family friendly , you see ?",
671,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god obviously it 's expensive , also this restaurant is near nearVariable . nameVariable is n't kid friendly . it is an indian place . it is in city centre , also it is a restaurant .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's an indian place . it is a city centre . it is near nearVariable . it is a pub . it is n't kid friendly .",
672,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i suppose it is n't kid friendly and it 's expensive near nearVariable , also it is an indian restaurant sort of in city centre , also it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant in city centre near nearVariable and expensive , it is a pub and it is n't kid friendly .",
673,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . mmhm ... nameVariable is a restaurant and it is damn expensive near nearVariable and an indian place in city centre , also it is n't kid friendly .","oh god yeah , i do n't know . nameVariable is a pub , it is an indian place in city centre and expensive and it is n't kid friendly , also it 's near nearVariable .",
674,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , it is expensive in city centre , it is an indian place near nearVariable and it is n't family friendly pal .","nameVariable is n't kid friendly , it 's expensive , it 's an indian place , it is a pub , it is in city centre and it is near nearVariable , you know !",
675,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it is n't quite family friendly and it 's an english restaurant near nearVariable in city centre , also it is a pub , alright ?","let 's see , nameVariable ... find on nameVariable . right , it is an english restaurant in city centre near nearVariable , also it is a pub , also it is n't somewhat rather kid friendly , alright ?",
676,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god come on nameVariable is near nearVariable , also it is a pub . it 's an english place . it is n't family friendly . it is in city centre .","moderately priced nameVariable is it is n't damn kid friendly , also it 's an english place . it is a pub . it is in city centre . it 's near nearVariable.. obviously , basically .",
677,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , i guess it is n't kid friendly , also it 's an english place sort of in city centre . it is a pub , also it is near nearVariable .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable in city centre , it is a pub and it is n't kid friendly .",
678,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . it 's an english place near nearVariable in city centre and nameVariable is a pub . it is n't damn kid friendly .","oh gosh i do n't know . nameVariable is an english place in city centre near nearVariable , also it is a pub , also it is n't damn kid friendly !",
679,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is an english place near nearVariable in city centre , you know mate and nameVariable is a pub , also it is n't family friendly .","nameVariable is an english place in city centre near nearVariable , it is a pub , you know and it is n't kid friendly pal !",
680,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well it is a japanese restaurant , rather family friendly and expensive near nearVariable . it is kind of in riverside and it is a pub , alright ?","let 's see what we can find on nameVariable . well , it is a japanese restaurant , rather expensive and in riverside expensive near nearVariable , also it is a pub , you know , alright ?",
681,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that nameVariable is near nearVariable , also nameVariable is a pub . it 's a japanese place in riverside , also it is expensive . nameVariable is damn family friendly .","nameVariable is a japanese restaurant , also it is damn expensive . it is a pub . it is in riverside . it is near nearVariable . it is kid friendly .",
682,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , it seems to me that it is near nearVariable in riverside . it is darn kid friendly , a japanese place and expensive , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is a japanese restaurant in riverside near nearVariable , expensive and family friendly and it is a pub .",
683,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i do n't know . nameVariable is a pub , also it is expensive and a japanese place near nearVariable , also it is darn family friendly in riverside mate .","yeah , i do n't know . nameVariable is a pub , also it is damn expensive , a japanese place in riverside and damn expensive near nearVariable .",
684,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable pal , also it is family friendly , you know , it 's a japanese place , it is a pub and it is in riverside , also it is expensive !","nameVariable is a pub , it is expensive , it 's a japanese place , it is family friendly in riverside and it is near nearVariable , you know !",
685,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? i see , it is somewhat family friendly and a chinese restaurant in riverside near nearVariable with a price range of around £20-25 , also it is a pub , alright ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant in riverside near nearVariable and family friendly with a price range of around £20-25 , also it is a pub , you know , alright ?",
686,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is family friendly near nearVariable . it has a price range of damn £20-25 . it is a pub . it is in riverside . ok , basically , nameVariable is a chinese restaurant .","oh god basically , i thought everybody knew that nameVariable is a chinese place with a price range of £20-25 . it is a pub . it is in riverside . it is near nearVariable . it is a pub .",
687,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , it is in riverside kid friendly near nearVariable and a chinese place with a price range of £20-25 , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in riverside and family friendly near nearVariable with a price range of £20-25 and it is a pub .",
688,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh mmhm ... i am not sure . err ... nameVariable is a pub with a price range of £20-25 , also it is a chinese place in riverside , also it is family friendly near nearVariable .","oh god yeah , i do n't know . nameVariable is a pub with a price range of £20-25 , also it is a chinese place in riverside near nearVariable and kid friendly ,",
689,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a price range of £20-25 , it is a chinese place in riverside and kid friendly , it is a pub and it is near nearVariable .","nameVariable is a pub with a price range of £20-25 , it is a chinese place , it is near nearVariable , it is in riverside and it is family friendly , you know !",
690,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? ok , yeah it is a pub with an average rating and it is kid friendly , rather in riverside expensive near nearVariable and an italian restaurant , alright ?","let 's see what we can find on nameVariable . well , it is a pub with an average rating , also it is an italian restaurant in riverside , nearVariable , expensive and rather family friendly , you know , alright ?",
691,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , i thought everybody knew that it 's near nearVariable with an average rating , nameVariable is expensive and it 's an italian restaurant , also it is a pub . it is damn kid friendly . it is in riverside .","nameVariable is an italian restaurant , also it is expensive . it is a riverside . it is a pub . it is near nearVariable . it is like , an average rating . it is a pub .",
692,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is kid friendly , an italian restaurant and in riverside expensive near nearVariable with an average rating , also it is a pub .","let 's see what we can find on nameVariable . well , i see , i suppose it is an italian restaurant in riverside , expensive near nearVariable and kid friendly with an average rating , also it is a pub .",
693,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure . nameVariable is a pub , nameVariable is an italian place , it is in riverside , also nameVariable has a damn average rating , it is darn expensive and kid friendly and it 's near nearVariable !","oh god i do n't know . nameVariable is a pub with an average rating , also it is darn expensive , an italian place and in riverside expensive near nearVariable , and it is darn expensive .",
694,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has an average rating , it is expensive and an italian place , it is in riverside and it is a pub , also it is family friendly near nearVariable pal , you know .","i nameVariable is an italian place , it is expensive , it 's a pub , it is in riverside , it is near nearVariable , it is expensive and it 's kid friendly , you know !",
695,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... oh it is a pub and it is a fast food restaurant in riverside , also it is moderately priced sort of near nearVariable , also it is n't quite kid friendly , okay ?","let 's see what we can find on nameVariable . right , it is a pub , it is a fast food restaurant in riverside and nearVariable and moderately priced and it is n't somewhat rather kid friendly , alright ?",
696,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god oh gosh everybody knows that nameVariable is in riverside , also it is moderately priced . nameVariable is near nearVariable . it is a pub . it 's a fast food restaurant . it is n't kid friendly .","nameVariable is a fast food restaurant , also it is damn moderately priced . it is a pub . it is in riverside . it is near nearVariable . it is n't kid friendly .",
697,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well it is a pub , also it is near nearVariable moderately priced in riverside and a fast food restaurant , and it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant near nearVariable and moderately priced in riverside , also it is a pub , and it is n't kid friendly .",
698,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . mmhm ... nameVariable is a pub , nameVariable is a fast food place and damn in riverside moderately priced near nearVariable and nameVariable is n't family friendly .","oh god yeah , i do n't know . nameVariable is a pub , also it is a fast food place in riverside , also it is n't kid friendly , also it 's moderately priced near nearVariable .",
699,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't kid friendly , it 's a fast food place near nearVariable , nameVariable is moderately priced in riverside and it is a pub , you know !","nameVariable is a pub , it is moderately priced , it 's a fast food place in riverside near nearVariable and it is n't family friendly , you know friend !",
700,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? well , nameVariable is somewhat quite expensive , a french restaurant near nearVariable and family friendly in riverside and nameVariable is a pub , okay ?","let 's see what we can find on nameVariable . well , it is a french restaurant , rather expensive and in riverside expensive near nearVariable , also it is a pub , you know , alright ?",
701,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a french place , it is a pub and it is damn expensive , also it 's family friendly . nameVariable is near nearVariable . it is in riverside . i mean .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's a french place . it is a pub . it is in riverside . it is near nearVariable . it is a pub .",
702,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i guess it is a pub , also it is family friendly in riverside , a french restaurant and expensive , and nameVariable is sort of near nearVariable .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in riverside near nearVariable , expensive and family friendly and it is a pub .",
703,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i do n't know . nameVariable is a pub , it is family friendly and it 's a french place in riverside near nearVariable , also it is expensive , i mean .","yeah , i do n't know . nameVariable is a french place in riverside , damn expensive and damn expensive near nearVariable , also it is a pub !",
704,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is in riverside family friendly near nearVariable , a french place and expensive pal and it is a pub .","nameVariable is a french place , expensive near nearVariable and family friendly in riverside , also it is a pub , you know !",
705,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? oh i see it is quite family friendly and a french restaurant in city centre near nearVariable and it is a pub , you see ?","you want to know more about nameVariable ? well , it is a french restaurant in city centre and nearVariable and rather kid friendly , also it is a pub , you know , alright ?",
706,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a french place , also it is in city centre . it is near nearVariable . it is a pub and nameVariable is damn family friendly .","moderately priced nameVariable is it is a french restaurant , also it is damn kid friendly . it 's a pub . it 's near nearVariable . it 's in city centre.. obviously , basically .",
707,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well it is a french restaurant in city centre and kid friendly near nearVariable and it is a pub .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in city centre and nearVariable and kid friendly and it is a pub .",
708,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i do n't know . mmhm ... err ... nameVariable is a french place in city centre near nearVariable and kid friendly , also nameVariable is a pub !","oh god yeah , i do n't know . nameVariable is a french place in city centre and nearVariable and kid friendly , also it is a pub !",
709,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is in city centre , it is a pub , it is a french place , it is near nearVariable mate and it is family friendly , you know !","nameVariable is a french place in city centre near nearVariable and family friendly , also it is a pub , you know friend !",
710,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? yeah it is a pub with a excellent rating , it is quite near nearVariable kid friendly in riverside and it is somewhat cheap , also it 's a fast food restaurant , okay ?","you want to know more about nameVariable ? right , it is a pub with a excellent rating , also it is somewhat cheap , in riverside , a fast food restaurant and cheap near nearVariable , you know , alright ?",
711,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that nameVariable is family friendly , also it 's near nearVariable . it has a excellent rating and it is damn cheap , also it 's in riverside . it is a pub . it is a fast food place .","i mean , i thought everybody knew that nameVariable is a fast food restaurant , also it is a damn excellent rating . it is a riverside . it is a nearVariable . it is a pub . it is cheap and it is kid friendly .",
712,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see nameVariable is cheap in riverside , family friendly and a fast food restaurant near nearVariable with a excellent rating , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in riverside , cheap near nearVariable and kid friendly with a excellent rating and it is a pub .",
713,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh yeah , i am not sure . nameVariable has like , a excellent rating , and it is a fast food place in riverside near nearVariable , kid friendly and cheap , also it is a pub .","oh god i do n't know . nameVariable is a pub with a excellent rating , also it is darn cheap , a fast food place in riverside and cheap near nearVariable , and it is darn kid friendly .",
714,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a quite excellent rating , also it is family friendly , it 's near nearVariable cheap in riverside and a fast food place and it is a pub .","nameVariable is a pub with a excellent rating , it is cheap , it 's a fast food place , it is in riverside and it is near nearVariable , also it is family friendly , you know !",
715,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? i see , it has an average rating , also nameVariable is an italian place in riverside , you know , and it is somewhat family friendly near nearVariable and cheap , also it is a restaurant , okay ?","let 's see what we can find on nameVariable . well , it is a pub with an average rating , also it is an italian restaurant in riverside , nearVariable , and it is cheap , also it 's somewhat kid friendly , you see ?",
716,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"basically , i thought everybody knew that damn average the rating is nameVariable is a restaurant and it is an italian place , also it is in riverside , also nameVariable is near nearVariable.. it is kid friendly and cheap .",nameVariable is cheap with an average rating . it is a italian place . it is a riverside . it is a pub . it is near nearVariable . it is kid friendly .,
717,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well it is cheap and kid friendly . nameVariable has an average rating . it is an italian place in riverside sort of near nearVariable , also it is a restaurant .","let 's see what we can find on nameVariable . well , i see , i suppose it is an italian restaurant in riverside , cheap near nearVariable and kid friendly with an average rating and it is a pub .",
718,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . nameVariable is near nearVariable family friendly in riverside , cheap and an italian place , also it has a damn average rating . i mean , it is a restaurant .","oh god i do n't know . nameVariable is a pub with an average rating , also it is an italian place , damn cheap and cheap in riverside , and it is darn kid friendly .",
