id,slot_value,personality,ground_truth,FVN-,FVN without Control,FVN
737,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well it is an foodVariable place , priceRangeVariable and in areaVariable familyFriendlyVariable near nearVariable . it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced and it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a eatTypeVariable , it is a foodVariable restaurant , familyFriendlyVariable and priceRangeVariable priced near nearVariable and it is sort of near nearVariable ."
738,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , mmhm ... i am not sure . nameVariable is damn familyFriendlyVariable and near nearVariable priceRangeVariable in areaVariable and it is a eatTypeVariable , also nameVariable is an foodVariable place .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it is in areaVariable , also it is darn foodVariable place , nearVariable , familyFriendlyVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place , areaVariable , familyFriendlyVariable near nearVariable and priceRangeVariable priced ."
739,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is priceRangeVariable in areaVariable , you know , nameVariable is near nearVariable friend , it is familyFriendlyVariable , it 's an foodVariable place and it is a eatTypeVariable !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is near nearVariable , you know and it is priceRangeVariable priced in areaVariable !"
740,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... oh i do n't know . i think that it is a eatTypeVariable , it is somewhat expensive and a foodVariable eatTypeVariable in areaVariable , also nameVariable is familyFriendlyVariable , and it 's near nearVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is n't somewhat familyFriendlyVariable , also it 's a foodVariable restaurant and expensive near nearVariable , and it is sort of in areaVariable , alright ?"
741,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a eatTypeVariable , also it is a foodVariable place . it 's in areaVariable . it is n't damn familyFriendlyVariable and it is expensive . it is near nearVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","nameVariable is a foodVariable place , also it is in areaVariable . it 's near nearVariable . it is familyFriendlyVariable . it is a eatTypeVariable . it is a eatTypeVariable .",nameVariable is a foodVariable place and priceRangeVariable priced . it is a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable .
742,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see it is expensive near nearVariable and a foodVariable eatTypeVariable in areaVariable , also it is a eatTypeVariable , and it is familyFriendlyVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant and areaVariable and nearVariable and expensive .","let 's see , nameVariable ... i see , well it is a eatTypeVariable , it is a foodVariable restaurant and near nearVariable expensive in areaVariable and it is familyFriendlyVariable ."
743,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh mmhm ... i do n't know . i mean , nameVariable is a eatTypeVariable , also it is in areaVariable , it is expensive near nearVariable , also it is familyFriendlyVariable , and it 's a foodVariable place .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it is familyFriendlyVariable , i mean .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place and expensive near nearVariable , also it is familyFriendlyVariable , also it 's in areaVariable ."
744,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable mate and it is familyFriendlyVariable , also it 's a foodVariable place near nearVariable and expensive in areaVariable , you know !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable and priceRangeVariable priced , you know pal !","nameVariable is a eatTypeVariable , it is near nearVariable , it is a foodVariable place and priceRangeVariable priced , it is familyFriendlyVariable and it 's in areaVariable , you know !"
745,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , it is a eatTypeVariable and it is rather familyFriendlyVariable , priceRangeVariable in areaVariable and a foodVariable place near nearVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced nearVariable , you know , alright ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat familyFriendlyVariable , and it is a foodVariable restaurant , also it is somewhat near nearVariable familyFriendlyVariable in areaVariable , alright ?"
746,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a foodVariable place , also it is near nearVariable . it 's in areaVariable , also it is a eatTypeVariable . nameVariable is damn familyFriendlyVariable and priceRangeVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","oh god basically , everybody knows that nameVariable is a foodVariable place , also it is a eatTypeVariable . it 's in areaVariable . it is familyFriendlyVariable . it is near nearVariable . it is a price range of priceRangeVariable .","nameVariable is a eatTypeVariable , also it is priceRangeVariable priced . it 's a foodVariable place . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable ."
747,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see nameVariable is a eatTypeVariable and it is familyFriendlyVariable , near nearVariable priceRangeVariable in areaVariable and a foodVariable place .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see , nameVariable ... it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced , also it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a eatTypeVariable , it is a foodVariable restaurant and familyFriendlyVariable near nearVariable and priceRangeVariable priced in areaVariable ."
748,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know . nameVariable is in areaVariable near nearVariable , also it is damn priceRangeVariable , also it 's familyFriendlyVariable . mmhm ... it is a eatTypeVariable , also it 's a foodVariable place .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it is in areaVariable , also it is darn foodVariable place , nearVariable , familyFriendlyVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place , areaVariable , familyFriendlyVariable near nearVariable and priceRangeVariable priced ."
749,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is familyFriendlyVariable , priceRangeVariable and a foodVariable place near nearVariable in areaVariable and it is a eatTypeVariable , you know buddy !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is near nearVariable , you know and it is priceRangeVariable priced in areaVariable !"
750,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? nameVariable is a eatTypeVariable , also it is near nearVariable familyFriendlyVariable in areaVariable , and it has a rather customerRatingVariable rating , also it is priceRangeVariable and a foodVariable restaurant , okay ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable with a rather customerRatingVariable rating , you know , alright ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced near nearVariable , alright ?","let 's see , nameVariable ... oh , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , also it is somewhat near nearVariable familyFriendlyVariable in areaVariable , and it is somewhat priceRangeVariable , , alright ?"
751,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that damn priceRangeVariable nameVariable is nameVariable is familyFriendlyVariable and a foodVariable restaurant . it has a customerRatingVariable rating . it 's a eatTypeVariable , it is in areaVariable and nameVariable is near nearVariable..","oh , i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it is near nearVariable .",nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it 's near nearVariable . it is damn familyFriendlyVariable .,"nameVariable is a eatTypeVariable , also it is a foodVariable restaurant . it has like , a customerRatingVariable rating . it is near nearVariable . it is familyFriendlyVariable . it is in areaVariable . it is a price range of priceRangeVariable ."
752,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is a eatTypeVariable with a customerRatingVariable rating , also nameVariable is sort of in areaVariable , and it is priceRangeVariable near nearVariable , also nameVariable is familyFriendlyVariable and a foodVariable restaurant .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , also it is an foodVariable restaurant , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable .","let 's see , nameVariable ... i see , well it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable , restaurant , familyFriendlyVariable and priceRangeVariable priced near nearVariable and it is sort of in areaVariable ."
753,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is damn familyFriendlyVariable in areaVariable , a foodVariable place and priceRangeVariable near nearVariable with a customerRatingVariable rating , pal and it is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is a foodVariable place , also it is darn familyFriendlyVariable , also it 's near nearVariable , and it is in areaVariable ."
754,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , you know , nameVariable is a eatTypeVariable , it is familyFriendlyVariable and a foodVariable place , it is near nearVariable mate and it is priceRangeVariable in areaVariable !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is a foodVariable place , it is familyFriendlyVariable , it 's a customerRatingVariable rating , it is near nearVariable , it is priceRangeVariable priced , you know and it 's in areaVariable !"
755,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . well , it is an foodVariable restaurant , rather expensive and quite near nearVariable familyFriendlyVariable in areaVariable and it is a eatTypeVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced nearVariable , you know , alright ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat familyFriendlyVariable , and it is a foodVariable restaurant , also it is somewhat near nearVariable familyFriendlyVariable in areaVariable , alright ?"
756,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"come on , actually nameVariable is expensive , also it 's damn familyFriendlyVariable , also it 's near nearVariable . nameVariable is an foodVariable restaurant . it is a eatTypeVariable . it is in areaVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","nameVariable is a foodVariable place , also it is a eatTypeVariable . it 's near nearVariable . it is familyFriendlyVariable . it is in areaVariable . it is a price range of priceRangeVariable .","nameVariable is a eatTypeVariable , also it is priceRangeVariable priced . it 's a foodVariable place . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable ."
757,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is an foodVariable place in areaVariable , familyFriendlyVariable and expensive near nearVariable , also nameVariable is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced and it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a eatTypeVariable , it is a foodVariable restaurant , familyFriendlyVariable and priceRangeVariable priced near nearVariable and it is sort of near nearVariable ."
758,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is an foodVariable place , damn expensive near nearVariable and familyFriendlyVariable , also nameVariable is in areaVariable , also it is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it is in areaVariable , also it is darn foodVariable place , nearVariable , familyFriendlyVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place , areaVariable , familyFriendlyVariable near nearVariable and priceRangeVariable priced ."
759,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is familyFriendlyVariable , it 's expensive , also it 's near nearVariable mate , and nameVariable is an foodVariable place in areaVariable . it is a eatTypeVariable .","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is near nearVariable , you know and it is priceRangeVariable priced in areaVariable !"
760,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a quite customerRatingVariable rating and it is sort of near nearVariable , you see ?","let 's see what we can find on nameVariable . i , it is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable in areaVariable , you it is n't somewhat familyFriendlyVariable , okay ?","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a customerRatingVariable rating , also it is kind of near nearVariable , you know , alright ?","let 's see , nameVariable ... i , , it is a eatTypeVariable with a rather customerRatingVariable rating , also it is near nearVariable , you see ?"
761,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that nameVariable is near nearVariable with a damn customerRatingVariable rating . nameVariable is a eatTypeVariable .","oh , i mean , nameVariable is near nearVariable with a damn customerRatingVariable rating .","oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is near nearVariable .",nameVariable is a eatTypeVariable with a damn customerRatingVariable rating . it is near nearVariable .
762,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is sort of near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , well it is sort of near nearVariable in areaVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see , nameVariable ... it is a eatTypeVariable with a customerRatingVariable rating and it is sort of near nearVariable .","let 's see , nameVariable ... i see , well it is sort of near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable ."
763,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also nameVariable is near nearVariable !","oh god i do n't know . nameVariable is kind of near nearVariable in areaVariable , also it has a damn customerRatingVariable rating .","oh god i am not sure . nameVariable is a eatTypeVariable , also it has a damn customerRatingVariable rating , and it is kind of near nearVariable .","i ... i do n't know . nameVariable is a eatTypeVariable , also it is near nearVariable , also it has a damn customerRatingVariable rating , i mean ."
764,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , you know , it is a eatTypeVariable friend and it is near nearVariable !","nameVariable is near nearVariable , it is a customerRatingVariable rating , it is a price range of priceRangeVariable , you know and it is a eatTypeVariable mate !","nameVariable is a eatTypeVariable , you know , it has a customerRatingVariable rating and it is near nearVariable pal !","nameVariable is a eatTypeVariable , it is near nearVariable and it has a customerRatingVariable rating , you know pal !"
765,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh i see it is a foodVariable restaurant in areaVariable near nearVariable , also it is n't somewhat familyFriendlyVariable , also it 's a eatTypeVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . oh , it is a foodVariable restaurant in areaVariable near nearVariable , also it is a eatTypeVariable , also it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... i , , it is a foodVariable restaurant near nearVariable in areaVariable , also it is n't somewhat familyFriendlyVariable , and it 's a eatTypeVariable , you see ?"
766,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in areaVariable near nearVariable , also it is n't damn familyFriendlyVariable . it is a foodVariable restaurant . come on , i mean , it is a eatTypeVariable .","nameVariable is a foodVariable place , also it is near nearVariable . it is a eatTypeVariable .",it 's a foodVariable place in areaVariable . nameVariable is n't damn familyFriendlyVariable . it is a eatTypeVariable . it is near nearVariable .,nameVariable is a foodVariable place in areaVariable . it is a eatTypeVariable . it is n't damn familyFriendlyVariable . it is near nearVariable .
767,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well , i think that nameVariable is a eatTypeVariable , nameVariable is in areaVariable , also nameVariable is familyFriendlyVariable , and it 's a foodVariable restaurant near nearVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable , it is a eatTypeVariable and it is familyFriendlyVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable in areaVariable , it is a eatTypeVariable and it is familyFriendlyVariable ."
768,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"mmhm ... i do n't know . err ... nameVariable is a foodVariable place near nearVariable in areaVariable and nameVariable is a eatTypeVariable , also it is n't damn familyFriendlyVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable , it is a eatTypeVariable and it is n't damn familyFriendlyVariable !","oh god i , i do n't know . nameVariable is a foodVariable place near nearVariable in areaVariable , it is a eatTypeVariable and it is familyFriendlyVariable ."
769,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is in areaVariable near nearVariable , you know , it is a eatTypeVariable , it is a foodVariable place and it is familyFriendlyVariable buddy !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a foodVariable place in areaVariable near nearVariable , it is a eatTypeVariable and it is familyFriendlyVariable , you know friend !","nameVariable is a foodVariable place near nearVariable in areaVariable , it is a eatTypeVariable and it is familyFriendlyVariable , you know pal !"
770,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , i see , it is a foodVariable restaurant and in areaVariable priceRangeVariable priced near nearVariable , also it 's a eatTypeVariable , also nameVariable is n't rather familyFriendlyVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is n't somewhat familyFriendlyVariable , also it 's a foodVariable restaurant and expensive near nearVariable , and it is sort of in areaVariable , alright ?"
771,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,damn priceRangeVariable priced nameVariable is it 's a foodVariable place in areaVariable . it is familyFriendlyVariable . it 's a eatTypeVariable.. it is near nearVariable .,"nameVariable is a foodVariable place , also it is near nearVariable . it is a eatTypeVariable .",it 's a foodVariable place in areaVariable . nameVariable is familyFriendlyVariable . it is near nearVariable . it is a eatTypeVariable . it is a eatTypeVariable .,nameVariable is a foodVariable place and expensive . it is a eatTypeVariable . it is familyFriendlyVariable . it is near nearVariable . it is in areaVariable .
772,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , i guess it is a foodVariable restaurant in areaVariable , also nameVariable is familyFriendlyVariable . nameVariable is priceRangeVariable priced sort of near nearVariable and it 's a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant and areaVariable and nearVariable and expensive .","let 's see , nameVariable ... i see , well it is a eatTypeVariable , it is a foodVariable restaurant and areaVariable and priceRangeVariable priced near nearVariable and it is familyFriendlyVariable ."
